IsoCode;TypeOfFoodID;TypeOfNutritionalFactId;SupplyQuantity
LUX;7;1;0.8246
MDG;7;1;0.2627
MWI;7;1;0.3399
MYS;7;1;1.7532
MDV;7;1;4.4183
MLI;7;1;0.2394
MLT;7;1;0.9392
MRT;7;1;0.3343
MUS;7;1;0.8153
MEX;7;1;0.4293
MNG;7;1;0.0211
MNE;7;1;0.3591
MAR;7;1;0.6213
MOZ;7;1;0.4556
MMR;7;1;2.0548
NAM;7;1;0.4523
NPL;7;1;0.0872
NLD;7;1;0.7234
NCL;7;1;0.8544
NZL;7;1;0.6653
NIC;7;1;0.2283
NER;7;1;0.0775
NGA;7;1;0.345
MKD;7;1;0.1834
NOR;7;1;1.5516
OMN;7;1;0.7847
PAK;7;1;0.0645
PAN;7;1;0.5986
PRY;7;1;0.146
PER;7;1;0.8848
PHL;7;1;0.9723
POL;7;1;0.5106
PRT;7;1;1.3606
MDA;7;1;0.4803
ROU;7;1;0.1703
RUS;7;1;0.6992
RWA;7;1;0.3161
KNA;7;1;0.9541
LCA;7;1;1.2218
VCT;7;1;0.5574
WSM;7;1;1.7479
STP;7;1;1.1585
SAU;7;1;0.3286
SEN;7;1;0.5934
SRB;7;1;0.2318
SLE;7;1;0.8777
SVK;7;1;0.325
SVN;7;1;0.3442
SLB;7;1;1.3483
ZAF;7;1;0.1837
ESP;7;1;1.2999
LKA;7;1;1.1864
SDN;7;1;0.0411
SUR;7;1;0.594
SWE;7;1;0.9161
CHE;7;1;0.4395
TWN;7;1;0.7559
TJK;7;1;0.0238
THA;7;1;1.1496
TLS;7;1;0.374
TGO;7;1;0.3911
TTO;7;1;0.7067
TUN;7;1;0.3462
TUR;7;1;0.1271
TKM;7;1;0.1045
UGA;7;1;0.4895
UKR;7;1;0.3459
ARE;7;1;0.6089
GBR;7;1;0.5251
TZA;7;1;0.2922
USA;7;1;0.4779
URY;7;1;0.2855
UZB;7;1;0.0662
VUT;7;1;1.2197
VEN;7;1;0.4449
VNM;7;1;1.0385
YEM;7;1;0.1697
ZMB;7;1;0.5714
ZWE;7;1;0.1611
AFG;8;1;1.4757
ALB;8;1;3.8982
DZA;8;1;3.1805
AGO;8;1;2.3133
ATG;8;1;3.6824
ARG;8;1;1.4663
ARM;8;1;2.5341
AUS;8;1;1.6611
AUT;8;1;1.5976
AZE;8;1;1.6111
BHS;8;1;4.4575
BGD;8;1;0.655
BRB;8;1;1.934
BLR;8;1;1.3982
BEL;8;1;1.38
BLZ;8;1;2.5209
BEN;8;1;0.7623
BOL;8;1;2.4214
BIH;8;1;1.8969
BWA;8;1;1.0256
BRA;8;1;1.7239
BGR;8;1;1.7683
BFA;8;1;0.1471
CPV;8;1;1.4513
KHM;8;1;0.647
CMR;8;1;3.5048
CAN;8;1;1.8182
CAF;8;1;1.905
TCD;8;1;0.3112
CHL;8;1;1.2786
CHN;8;1;1.2924
COL;8;1;4.6857
COG;8;1;1.8839
CRI;8;1;2.223
CIV;8;1;2.5458
HRV;8;1;1.508
CUB;8;1;3.2116
CYP;8;1;1.9312
CZE;8;1;1.2821
DNK;8;1;1.5814
DJI;8;1;0.7836
DMA;8;1;5.8254
DOM;8;1;7.421
ECU;8;1;2.5894
EGY;8;1;2.5591
SLV;8;1;1.9917
EST;8;1;1.5411
SWZ;8;1;1.4969
ETH;8;1;0.2821
FJI;8;1;0.63
FIN;8;1;1.6032
FRA;8;1;1.6582
PYF;8;1;1.0433
GAB;8;1;5.2771
GMB;8;1;0.1771
GEO;8;1;0.8361
DEU;8;1;1.5607
GHA;8;1;5.6865
GRC;8;1;2.2954
GRD;8;1;3.5588
GTM;8;1;1.3736
GIN;8;1;2.5939
GNB;8;1;1.9534
GUY;8;1;2.253
HTI;8;1;2.9568
HND;8;1;1.5475
HUN;8;1;1.0347
ISL;8;1;2.2195
IND;8;1;1.4303
IDN;8;1;1.4179
IRN;8;1;2.8526
IRQ;8;1;1.5753
IRL;8;1;1.8832
ISR;8;1;2.6919
ITA;8;1;1.9878
JAM;8;1;2.5757
JPN;8;1;0.8713
JOR;8;1;1.308
KAZ;8;1;1.627
KEN;8;1;1.3892
KIR;8;1;1.8815
PRK;8;1;1.6991
KOR;8;1;1.1279
KWT;8;1;2.5109
KGZ;8;1;0.8937
LAO;8;1;4.1516
LVA;8;1;1.1835
LBN;8;1;2.0841
LSO;8;1;0.4602
LBR;8;1;1.6886
LTU;8;1;1.1698
LUX;8;1;2.069
MDG;8;1;1.4714
MWI;8;1;3.0784
MYS;8;1;0.9969
MDV;8;1;2.1314
MLI;8;1;0.8719
MLT;8;1;1.5749
MRT;8;1;0.6334
MUS;8;1;0.9273
MEX;8;1;1.6713
MNG;8;1;0.3375
MNE;8;1;2.3416
MAR;8;1;2.0562
MOZ;8;1;0.8679
MMR;8;1;1.3514
NAM;8;1;1.1308
NPL;8;1;1.4475
NLD;8;1;2.6936
NCL;8;1;1.6906
NZL;8;1;1.6632
NIC;8;1;1.2174
NER;8;1;0.8337
NGA;8;1;1.441
MKD;8;1;2.1507
NOR;8;1;1.862
OMN;8;1;6.8918
PAK;8;1;0.6446
PAN;8;1;2.3944
PRY;8;1;1.1316
PER;8;1;3.485
PHL;8;1;2.6178
POL;8;1;1.0637
PRT;8;1;2.3203
MDA;8;1;1.1485
ROU;8;1;1.7877
RUS;8;1;1.1306
RWA;8;1;8.8056
KNA;8;1;2.2262
LCA;8;1;2.0113
VCT;8;1;3.5473
WSM;8;1;3.8992
STP;8;1;8.854
SAU;8;1;3.2707
SEN;8;1;0.4594
SRB;8;1;2.1041
SLE;8;1;0.8573
SVK;8;1;1.2459
SVN;8;1;2.6596
SLB;8;1;1.1201
ZAF;8;1;0.5176
ESP;8;1;1.8351
LKA;8;1;1.5499
SDN;8;1;2.3839
SUR;8;1;2.5617
SWE;8;1;1.5839
CHE;8;1;1.9338
TWN;8;1;2.083
TJK;8;1;1.5216
THA;8;1;1.8394
TLS;8;1;0.6078
TGO;8;1;0.2058
TTO;8;1;1.249
TUN;8;1;1.9472
TUR;8;1;2.2881
TKM;8;1;1.3231
UGA;8;1;6.6667
UKR;8;1;1.153
ARE;8;1;2.614
GBR;8;1;1.9837
TZA;8;1;2.5042
USA;8;1;1.7788
URY;8;1;1.3957
UZB;8;1;2.2174
VUT;8;1;2.287
VEN;8;1;2.3804
VNM;8;1;1.8046
YEM;8;1;1.1879
ZMB;8;1;0.2236
ZWE;8;1;0.4373
AFG;9;1;1.2006
ALB;9;1;3.8688
DZA;9;1;1.2543
AGO;9;1;2.9302
ATG;9;1;7.0356
ARG;9;1;9.4459
ARM;9;1;4.2235
AUS;9;1;7.4902
AUT;9;1;5.0095
AZE;9;1;2.9322
BHS;9;1;8.1803
BGD;9;1;0.3468
BRB;9;1;5.664
BLR;9;1;5.7143
BEL;9;1;3.2776
BLZ;9;1;3.9481
BEN;9;1;1.1978
BOL;9;1;6.7545
BIH;9;1;3.0289
BWA;9;1;1.8803
BRA;9;1;7.1571
BGR;9;1;4.3148
BFA;9;1;1.1583
CPV;9;1;3.4394
KHM;9;1;1.7792
CMR;9;1;0.9987
CAN;9;1;4.796
CAF;9;1;4.9758
TCD;9;1;3.0158
CHL;9;1;7.4228
CHN;9;1;9.8896
COL;9;1;4.0717
COG;9;1;3.1832
CRI;9;1;3.0358
CIV;9;1;0.8791
HRV;9;1;5.4484
CUB;9;1;4.2968
CYP;9;1;5.9847
CZE;9;1;5.0366
DNK;9;1;5.0103
DJI;9;1;1.4925
DMA;9;1;4.7724
DOM;9;1;3.7716
ECU;9;1;3.9227
EGY;9;1;1.6408
SLV;9;1;2.2924
EST;9;1;4.3612
SWZ;9;1;2.7651
ETH;9;1;0.651
FJI;9;1;3.5587
FIN;9;1;7.9562
FRA;9;1;6.1551
PYF;9;1;8.1409
GAB;9;1;4.4638
GMB;9;1;0.6298
GEO;9;1;2.3689
DEU;9;1;5.0759
GHA;9;1;0.7417
GRC;9;1;4.1586
GRD;9;1;5.7648
GTM;9;1;2.551
GIN;9;1;1.0376
GNB;9;1;2.5971
GUY;9;1;3.6915
HTI;9;1;2.079
HND;9;1;2.8991
HUN;9;1;5.9038
ISL;9;1;7.5958
IND;9;1;0.298
IDN;9;1;0.9165
IRN;9;1;2.3077
IRQ;9;1;1.4756
IRL;9;1;5.0982
ISR;9;1;5.7257
ITA;9;1;5.0121
JAM;9;1;3.8999
JPN;9;1;3.6522
JOR;9;1;2.8924
KAZ;9;1;5.1001
KEN;9;1;1.8837
KIR;9;1;2.6832
PRK;9;1;2.0438
KOR;9;1;4.6453
KWT;9;1;4.1655
KGZ;9;1;3.0742
LAO;9;1;2.9865
LVA;9;1;4.8919
LBN;9;1;2.1362
LSO;9;1;2.3011
LBR;9;1;2.0872
LTU;9;1;5.7757
LUX;9;1;7.961
MDG;9;1;1.8129
MWI;9;1;2.9084
MYS;9;1;4.0908
MDV;9;1;1.8872
MLI;9;1;1.7439
MLT;9;1;5.2883
MRT;9;1;2.1992
MUS;9;1;3.2294
MEX;9;1;5.0445
MNG;9;1;10.5674
MNE;9;1;6.9674
MAR;9;1;2.0858
MOZ;9;1;1.3886
MMR;9;1;6.368
NAM;9;1;2.8577
NPL;9;1;0.872
NLD;9;1;5.7411
NCL;9;1;6.5261
NZL;9;1;6.8747
NIC;9;1;2.4729
NER;9;1;1.0857
NGA;9;1;0.6901
MKD;9;1;2.9843
NOR;9;1;5.6746
OMN;9;1;3.3095
PAK;9;1;1.5471
PAN;9;1;3.9613
PRY;9;1;4.5811
PER;9;1;2.0224
PHL;9;1;4.4503
POL;9;1;6.3537
PRT;9;1;5.9439
MDA;9;1;3.6542
ROU;9;1;3.7741
RUS;9;1;4.8349
RWA;9;1;0.9257
KNA;9;1;7.5929
LCA;9;1;8.9286
VCT;9;1;6.5878
WSM;9;1;7.9832
STP;9;1;1.6343
SAU;9;1;3.349
SEN;9;1;1.2634
SRB;9;1;6.2946
SLE;9;1;0.6736
SVK;9;1;4.3698
SVN;9;1;4.5995
SLB;9;1;1.6179
ZAF;9;1;5.1428
ESP;9;1;5.9642
LKA;9;1;0.6123
SDN;9;1;2.4866
SUR;9;1;3.8426
SWE;9;1;5.2484
CHE;9;1;6.1822
TWN;9;1;6.9881
TJK;9;1;2.3776
THA;9;1;3.0775
TLS;9;1;3.9972
TGO;9;1;1.1116
TTO;9;1;4.6343
TUN;9;1;1.6876
TUR;9;1;2.1328
TKM;9;1;6.4415
UGA;9;1;1.4918
UKR;9;1;3.3767
ARE;9;1;3.6834
GBR;9;1;6.5636
TZA;9;1;0.9182
USA;9;1;6.1065
URY;9;1;5.2181
UZB;9;1;3.5247
VUT;9;1;4.3835
VEN;9;1;3.1368
VNM;9;1;7.8311
YEM;9;1;2.0121
ZMB;9;1;1.5155
ZWE;9;1;1.7491
AFG;10;1;2.4512
ALB;10;1;9.9441
DZA;10;1;3.9869
AGO;10;1;0.5067
ATG;10;1;4.6904
ARG;10;1;3.1641
ARM;10;1;5.6368
AUS;10;1;4.8022
AUT;10;1;4.0482
AZE;10;1;3.1738
BHS;10;1;2.988
BGD;10;1;0.7706
BRB;10;1;3.1428
BLR;10;1;2.1884
BEL;10;1;4.6311
BLZ;10;1;1.8906
BEN;10;1;0.5263
BOL;10;1;1.6355
BIH;10;1;4.8799
BWA;10;1;4.6795
BRA;10;1;3.7402
BGR;10;1;4.3855
BFA;10;1;1.0112
CPV;10;1;3.2207
KHM;10;1;0.2022
CMR;10;1;0.4145
CAN;10;1;2.6199
CAF;10;1;0.8814
TCD;10;1;2.0345
CHL;10;1;2.4909
CHN;10;1;1.889
COL;10;1;3.2477
COG;10;1;0.2815
CRI;10;1;4.8938
CIV;10;1;0.2747
HRV;10;1;5.3997
CUB;10;1;1.9651
CYP;10;1;4.5698
CZE;10;1;4.2735
DNK;10;1;5.439
DJI;10;1;1.5858
DMA;10;1;3.9062
DOM;10;1;2.9859
ECU;10;1;3.4203
EGY;10;1;0.9935
SLV;10;1;3.4198
EST;10;1;7.8132
SWZ;10;1;1.8295
ETH;10;1;1.1068
FJI;10;1;1.1749
FIN;10;1;7.267
FRA;10;1;5.3963
PYF;10;1;2.7364
GAB;10;1;0.9835
GMB;10;1;1.791
GEO;10;1;4.0759
DEU;10;1;4.9072
GHA;10;1;0.2308
GRC;10;1;5.4255
GRD;10;1;3.8085
GTM;10;1;1.4914
GIN;10;1;0.6619
GNB;10;1;0.8657
GUY;10;1;4.1075
HTI;10;1;1.0626
HND;10;1;2.7032
HUN;10;1;3.8649
ISL;10;1;8.5746
IND;10;1;3.2578
IDN;10;1;0.3631
IRN;10;1;1.2179
IRQ;10;1;0.8774
IRL;10;1;4.5601
ISR;10;1;4.0023
ITA;10;1;3.9188
JAM;10;1;2.8297
JPN;10;1;2.0393
JOR;10;1;2.1002
KAZ;10;1;6.9775
KEN;10;1;3.2494
KIR;10;1;0.2781
PRK;10;1;0.1477
KOR;10;1;0.653
KWT;10;1;2.9753
KGZ;10;1;6.5773
LAO;10;1;0.1477
LVA;10;1;4.9235
LBN;10;1;2.1709
LSO;10;1;0.9424
LBR;10;1;0.1407
LTU;10;1;5.0592
LUX;10;1;5.1574
MDG;10;1;1.051
MWI;10;1;0.1322
MYS;10;1;1.2375
MDV;10;1;3.8854
MLI;10;1;3.2997
MLT;10;1;5.2016
MRT;10;1;4.0816
MUS;10;1;2.462
MEX;10;1;2.5912
MNG;10;1;6.6231
MNE;10;1;8.1023
MAR;10;1;1.0651
MOZ;10;1;0.6943
MMR;10;1;1.1107
NAM;10;1;2.1998
NPL;10;1;1.9358
NLD;10;1;6.7877
NCL;10;1;3.7448
NZL;10;1;2.2968
NIC;10;1;2.6441
NER;10;1;1.6479
NGA;10;1;0.2233
MKD;10;1;3.5178
NOR;10;1;5.0392
OMN;10;1;4.7083
PAK;10;1;6.9618
PAN;10;1;3.257
PRY;10;1;2.3362
PER;10;1;1.8599
PHL;10;1;0.4301
POL;10;1;3.2194
PRT;10;1;3.8098
MDA;10;1;5.5753
ROU;10;1;6.101
RUS;10;1;4.0167
RWA;10;1;0.8806
KNA;10;1;3.5778
LCA;10;1;2.9323
VCT;10;1;2.3986
WSM;10;1;1.4286
STP;10;1;0.6206
SAU;10;1;2.6448
SEN;10;1;0.4786
SRB;10;1;4.6541
SLE;10;1;0.8777
SVK;10;1;2.9614
SVN;10;1;4.3492
SLB;10;1;0.3941
ZAF;10;1;1.3692
ESP;10;1;3.9456
LKA;10;1;1.5308
SDN;10;1;4.7267
SUR;10;1;1.1138
SWE;10;1;5.7609
CHE;10;1;5.7867
TWN;10;1;1.1423
TJK;10;1;2.3776
THA;10;1;0.849
TLS;10;1;0.1169
TGO;10;1;0.3088
TTO;10;1;2.9088
TUN;10;1;2.6107
TUR;10;1;3.9266
TKM;10;1;4.335
UGA;10;1;1.5152
UKR;10;1;3.8379
ARE;10;1;3.0744
GBR;10;1;4.8425
TZA;10;1;1.1895
USA;10;1;4.925
URY;10;1;4.8374
UZB;10;1;6.007
VUT;10;1;0.8767
VEN;10;1;2.6474
VNM;10;1;0.5618
YEM;10;1;0.6545
ZMB;10;1;0.5217
ZWE;10;1;1.0817
AFG;11;1;0.1251
ALB;11;1;0.2648
DZA;11;1;0.0597
AGO;11;1;0.1102
ATG;11;1;0.1646
ARG;11;1;0.2624
ARM;11;1;0.2924
AUS;11;1;0.3473
AUT;11;1;0.1083
AZE;11;1;0.1128
BHS;11;1;0.2694
BGD;11;1;0.0385
BRB;11;1;0.1036
BLR;11;1;0.3495
BEL;11;1;0.1858
BLZ;11;1;0.0371
BEN;11;1;0.0726
BOL;11;1;0.085
BIH;11;1;0.1071
BWA;11;1;0.2137
BRA;11;1;0.1077
BGR;11;1;0.2653
BFA;11;1;0.0919
CPV;11;1;0.0795
KHM;11;1;0.0809
CMR;11;1;0.0565
CAN;11;1;0.0143
CAF;11;1;0.3412
TCD;11;1;0.5984
CHL;11;1;0.0332
CHN;11;1;0.6698
COL;11;1;0.1293
COG;11;1;0.2382
CRI;11;1;0.0829
CIV;11;1;0.1832
HRV;11;1;0.2594
CUB;11;1;0.1027
CYP;11;1;0.1338
CZE;11;1;0.1068
DNK;11;1;0.3252
DJI;11;1;0.1306
DMA;11;1;0.1359
DOM;11;1;0.2445
ECU;11;1;0.1353
EGY;11;1;0.2107
SLV;11;1;0.0564
EST;11;1;0.1387
SWZ;11;1;0.1663
ETH;11;1;0.0651
FJI;11;1;0.1192
FIN;11;1;0.1199
FRA;11;1;0.2389
PYF;11;1;0.2223
GAB;11;1;0.4539
GMB;11;1;0.0394
GEO;11;1;0.0871
DEU;11;1;0.0703
GHA;11;1;0.0824
GRC;11;1;0.1938
GRD;11;1;0.0832
GTM;11;1;0.0785
GIN;11;1;0.1073
GNB;11;1;0.111
GUY;11;1;0.0347
HTI;11;1;0.0924
HND;11;1;0.0784
HUN;11;1;0
ISL;11;1;0.2619
IND;11;1;0.0199
IDN;11;1;0.1038
IRN;11;1;0.0962
IRQ;11;1;0.0199
IRL;11;1;0.1211
ISR;11;1;0.1424
ITA;11;1;0.0994
JAM;11;1;0.1451
JPN;11;1;0.1298
JOR;11;1;0.0737
KAZ;11;1;0.2503
KEN;11;1;0.1413
KIR;11;1;0.0164
PRK;11;1;0.0492
KOR;11;1;0.1633
KWT;11;1;0.1306
KGZ;11;1;0.2324
LAO;11;1;0.1313
LVA;11;1;0.1578
LBN;11;1;0.0521
LSO;11;1;0.2192
LBR;11;1;0.1173
LTU;11;1;0.1316
LUX;11;1;0.1049
MDG;11;1;0.1314
MWI;11;1;0.1322
MYS;11;1;0.0344
MDV;11;1;0
MLI;11;1;0.171
MLT;11;1;0.0578
MRT;11;1;0.2111
MUS;11;1;0.0639
MEX;11;1;0.2453
MNG;11;1;0.8015
MNE;11;1;0.1437
MAR;11;1;0.1183
MOZ;11;1;0.0651
MMR;11;1;0.1481
NAM;11;1;0.1645
NPL;11;1;0.1046
NLD;11;1;0.0616
NCL;11;1;0.1272
NZL;11;1;0.095
NIC;11;1;0.1141
NER;11;1;0.1163
NGA;11;1;0.0406
MKD;11;1;0.1834
NOR;11;1;0.0739
OMN;11;1;0.1365
PAK;11;1;0.1289
PAN;11;1;0.1937
PRY;11;1;0.3285
PER;11;1;0.2709
PHL;11;1;0.187
POL;11;1;0.0142
PRT;11;1;0.1862
MDA;11;1;0.167
ROU;11;1;0.1419
RUS;11;1;0.1785
RWA;11;1;0.0903
KNA;11;1;0.1988
LCA;11;1;0.2632
VCT;11;1;0.1182
WSM;11;1;0.1176
STP;11;1;0.0207
SAU;11;1;0.0782
SEN;11;1;0.0957
SRB;11;1;0.214
SLE;11;1;0.0612
SVK;11;1;0.1806
SVN;11;1;0.1564
SLB;11;1;0.0415
ZAF;11;1;0.2839
ESP;11;1;0.1376
LKA;11;1;0.0574
SDN;11;1;0.185
SUR;11;1;0.0371
SWE;11;1;0.0155
CHE;11;1;0.1172
TWN;11;1;0.1008
TJK;11;1;0.1664
THA;11;1;0.0707
TLS;11;1;0.0701
TGO;11;1;0.0412
TTO;11;1;0.0986
TUN;11;1;0.0721
TUR;11;1;0.0706
TKM;11;1;0.0522
UGA;11;1;0.0932
UKR;11;1;0.1153
ARE;11;1;0.1188
GBR;11;1;0.1021
TZA;11;1;0
USA;11;1;0.0133
URY;11;1;0.0952
UZB;11;1;0.1655
VUT;11;1;0.1334
VEN;11;1;0.1335
VNM;11;1;0.3064
YEM;11;1;0.1212
ZMB;11;1;0.1491
ZWE;11;1;0.0921
AFG;12;1;0.1751
ALB;12;1;1.0886
DZA;12;1;0.2688
AGO;12;1;1.0795
ATG;12;1;0.5966
ARG;12;1;0.0309
ARM;12;1;0.2274
AUS;12;1;0.6645
AUT;12;1;0.6905
AZE;12;1;0.0483
BHS;12;1;1.0287
BGD;12;1;0.1348
BRB;12;1;1.1915
BLR;12;1;0.228
BEL;12;1;0.2389
BLZ;12;1;0.6117
BEN;12;1;1.8693
BOL;12;1;0.4036
BIH;12;1;0.306
BWA;12;1;0.4915
BRA;12;1;0.7234
BGR;12;1;0.6366
BFA;12;1;3.6771
CPV;12;1;0.4374
KHM;12;1;1.8601
CMR;12;1;2.3931
CAN;12;1;1.3171
CAF;12;1;2.3031
TCD;12;1;5.5529
CHL;12;1;0.3819
CHN;12;1;1.0518
COL;12;1;0.3393
COG;12;1;1.2343
CRI;12;1;0.5309
CIV;12;1;1.2088
HRV;12;1;0.7297
CUB;12;1;0.8506
CYP;12;1;1.0134
CZE;12;1;0.2442
DNK;12;1;0.3104
DJI;12;1;0.1119
DMA;12;1;1.4266
DOM;12;1;1.1524
ECU;12;1;0.3671
EGY;12;1;0.7828
SLV;12;1;1.4092
EST;12;1;0.1387
SWZ;12;1;0.7277
ETH;12;1;0.4123
FJI;12;1;3.5076
FIN;12;1;0.2997
FRA;12;1;0.3513
PYF;12;1;2.4457
GAB;12;1;2.3454
GMB;12;1;4.8219
GEO;12;1;0.1916
DEU;12;1;0.4781
GHA;12;1;1.6812
GRC;12;1;0.8794
GRD;12;1;1.1863
GTM;12;1;1.0793
GIN;12;1;1.8784
GNB;12;1;0.5771
GUY;12;1;2.5303
HTI;12;1;0.8085
HND;12;1;0.1763
HUN;12;1;0.1978
ISL;12;1;0.4825
IND;12;1;0.9734
IDN;12;1;1.833
IRN;12;1;0.1122
IRQ;12;1;0.2991
IRL;12;1;0.3901
ISR;12;1;1.581
ITA;12;1;0.213
JAM;12;1;1.0521
JPN;12;1;2.0022
JOR;12;1;0.9211
KAZ;12;1;0.2972
KEN;12;1;0.4003
KIR;12;1;10.2912
PRK;12;1;0.5171
KOR;12;1;1.0834
KWT;12;1;0.4644
KGZ;12;1;0.0179
LAO;12;1;1.1815
LVA;12;1;0.284
LBN;12;1;0.9899
LSO;12;1;0.1753
LBR;12;1;0.5394
LTU;12;1;0.3071
LUX;12;1;0.2999
MDG;12;1;0.2102
MWI;12;1;1.3598
MYS;12;1;0.636
MDV;12;1;0.3552
MLI;12;1;0.8548
MLT;12;1;0.578
MRT;12;1;0.1759
MUS;12;1;0.5755
MEX;12;1;0.4446
MNG;12;1;0.0633
MNE;12;1;0.2729
MAR;12;1;0.1479
MOZ;12;1;0.2821
MMR;12;1;1.7771
NAM;12;1;0.2673
NPL;12;1;0.1221
NLD;12;1;0.1847
NCL;12;1;1.7633
NZL;12;1;0.8871
NIC;12;1;0.5707
NER;12;1;3.2571
NGA;12;1;1.2381
MKD;12;1;0.8003
NOR;12;1;0.8867
OMN;12;1;0.3241
PAK;12;1;0.6446
PAN;12;1;0.6514
PRY;12;1;0.8213
PER;12;1;0.7584
PHL;12;1;0.5423
POL;12;1;0.2127
PRT;12;1;0.1862
MDA;12;1;0.0835
ROU;12;1;0.2128
RUS;12;1;0.2827
RWA;12;1;0.7902
KNA;12;1;1.2324
LCA;12;1;0.8647
VCT;12;1;0.2534
WSM;12;1;9.0924
STP;12;1;6.6198
SAU;12;1;0.2347
SEN;12;1;1.2825
SRB;12;1;0.3923
SLE;12;1;1.2656
SVK;12;1;0.5237
SVN;12;1;0.3755
SLB;12;1;4.2315
ZAF;12;1;0.4508
ESP;12;1;0.5353
LKA;12;1;5.7788
SDN;12;1;1.2125
SUR;12;1;1.0581
SWE;12;1;0.4658
CHE;12;1;0.2783
TWN;12;1;1.915
TJK;12;1;0.4042
THA;12;1;1.3265
TLS;12;1;0.9818
TGO;12;1;0.8234
TTO;12;1;1.0682
TUN;12;1;0.5193
TUR;12;1;0.6921
TKM;12;1;0.1393
UGA;12;1;1.7016
UKR;12;1;0.0329
ARE;12;1;0.9505
GBR;12;1;0.5543
TZA;12;1;2.2329
USA;12;1;0.9027
URY;12;1;0.5868
UZB;12;1;0.0993
VUT;12;1;10.4822
VEN;12;1;0.0445
VNM;12;1;1.8897
YEM;12;1;0.1697
ZMB;12;1;3.1801
ZWE;12;1;0.6904
AFG;13;1;0.5003
ALB;13;1;0.8091
DZA;13;1;1.09
AGO;13;1;1.4981
ATG;13;1;0.4526
ARG;13;1;0.1235
ARM;13;1;0.4386
AUS;13;1;0.1359
AUT;13;1;0.1083
AZE;13;1;0.0806
BHS;13;1;0.1225
BGD;13;1;1.2329
BRB;13;1;1.2606
BLR;13;1;0
BEL;13;1;0.2919
BLZ;13;1;2.2799
BEN;13;1;1.6515
BOL;13;1;0.9133
BIH;13;1;0.7802
BWA;13;1;0.5769
BRA;13;1;2.0317
BGR;13;1;0.3537
BFA;13;1;2.4269
CPV;13;1;2.2068
KHM;13;1;0.93
CMR;13;1;3.5613
CAN;13;1;1.5748
CAF;13;1;2.2747
TCD;13;1;2.0345
CHL;13;1;0.5812
CHN;13;1;0.1727
COL;13;1;0.824
COG;13;1;0.6063
CRI;13;1;1.775
CIV;13;1;0.3846
HRV;13;1;0.1135
CUB;13;1;2.5957
CYP;13;1;0.5354
CZE;13;1;0.29
DNK;13;1;0.1035
DJI;13;1;2.3881
DMA;13;1;0.7133
DOM;13;1;1.5017
ECU;13;1;0.3285
EGY;13;1;0.6624
SLV;13;1;2.95
EST;13;1;0.4315
SWZ;13;1;0.7277
ETH;13;1;4.4705
FJI;13;1;1.8219
FIN;13;1;0.1648
FRA;13;1;0.2389
PYF;13;1;0.325
GAB;13;1;0.0378
GMB;13;1;0.1574
GEO;13;1;0
DEU;13;1;0.0984
GHA;13;1;1.0219
GRC;13;1;0.6707
GRD;13;1;1.3111
GTM;13;1;2.7473
GIN;13;1;0.7335
GNB;13;1;0.3996
GUY;13;1;1.1612
HTI;13;1;3.8346
HND;13;1;2.3898
HUN;13;1;0.4108
ISL;13;1;0.0965
IND;13;1;3.1387
IDN;13;1;0.1729
IRN;13;1;1.0897
IRQ;13;1;0.6979
IRL;13;1;0.3228
ISR;13;1;0.8688
ITA;13;1;0.6957
JAM;13;1;0.5079
JPN;13;1;0.2595
JOR;13;1;1.1238
KAZ;13;1;0.0782
KEN;13;1;3.5555
KIR;13;1;0
PRK;13;1;2.4871
KOR;13;1;0.1633
KWT;13;1;0.8273
KGZ;13;1;0.9294
LAO;13;1;0.4102
LVA;13;1;0.0158
LBN;13;1;1.042
LSO;13;1;1.819
LBR;13;1;0.1642
LTU;13;1;1.2867
LUX;13;1;0.1049
MDG;13;1;0.762
MWI;13;1;2.8706
MYS;13;1;0.4469
MDV;13;1;0.1776
MLI;13;1;1.59
MLT;13;1;0.5202
MRT;13;1;1.6538
MUS;13;1;1.4069
MEX;13;1;1.5486
MNG;13;1;0.0844
MNE;13;1;0.6177
MAR;13;1;0.6509
MOZ;13;1;2.6036
MMR;13;1;2.6287
NAM;13;1;1.6036
NPL;13;1;1.9881
NLD;13;1;0.2309
NCL;13;1;0.2545
NZL;13;1;0.5227
NIC;13;1;2.3778
NER;13;1;6.3009
NGA;13;1;1.9687
MKD;13;1;0.7836
NOR;13;1;0.8275
OMN;13;1;0.6482
PAK;13;1;1.3537
PAN;13;1;0.8803
PRY;13;1;1.4054
PER;13;1;1.4987
PHL;13;1;0.2244
POL;13;1;0.2695
PRT;13;1;0.4583
MDA;13;1;0.1462
ROU;13;1;0.2838
RUS;13;1;0.357
RWA;13;1;7.5638
KNA;13;1;1.0733
LCA;13;1;1.109
VCT;13;1;1.3345
WSM;13;1;0
STP;13;1;0.7447
SAU;13;1;0.7825
SEN;13;1;0.7466
SRB;13;1;0.4458
SLE;13;1;1.7759
SVK;13;1;0.2347
SVN;13;1;0.2972
SLB;13;1;1.8876
ZAF;13;1;0.2672
ESP;13;1;0.7035
LKA;13;1;1.7604
SDN;13;1;2.0756
SUR;13;1;0.3527
SWE;13;1;0.2484
CHE;13;1;0.249
TWN;13;1;0.42
TJK;13;1;0.5944
THA;13;1;0.4245
TLS;13;1;1.5428
TGO;13;1;3.0259
TTO;13;1;1.4297
TUN;13;1;1.0097
