IsoCode;TypeOfFoodID;TypeOfNutritionalFactId;SupplyQuantity
LTU;20;1;34.5518
LUX;20;1;32.5937
MDG;20;1;46.4792
MWI;20;1;45.9868
MYS;20;1;41.2169
MDV;20;1;37.8996
MLI;20;1;44.2811
MLT;20;1;35.7896
MRT;20;1;42.6284
MUS;20;1;42.6539
MEX;20;1;39.7117
MNG;20;1;29.6351
MNE;20;1;32.3804
MAR;20;1;45.1331
MOZ;20;1;47.1035
MMR;20;1;39.1151
NAM;20;1;43.4622
NPL;20;1;46.2156
NLD;20;1;33.477
NCL;20;1;36.6661
NZL;20;1;34.8804
NIC;20;1;43.6751
NER;20;1;46.5878
NGA;20;1;48.3864
MKD;20;1;40.5802
NOR;20;1;34.4318
OMN;20;1;39.9522
PAK;20;1;38.5045
PAN;20;1;39.2958
PRY;20;1;40.6279
PER;20;1;44.2037
PHL;20;1;42.2775
POL;20;1;35.3992
PRT;20;1;34.5889
MDA;20;1;37.6905
ROU;20;1;36.8473
RUS;20;1;37.2359
RWA;20;1;47.6406
KNA;20;1;35.7185
LCA;20;1;35.3571
VCT;20;1;39.7804
WSM;20;1;36.5378
STP;20;1;46.3591
SAU;20;1;42.41
SEN;20;1;47.2435
SRB;20;1;36.8581
SLE;20;1;47.377
SVK;20;1;33.4597
SVN;20;1;36.3892
SLB;20;1;45.8411
ZAF;20;1;42.3777
ESP;20;1;36.8252
LKA;20;1;46.2304
SDN;20;1;42.0263
SUR;20;1;43.7906
SWE;20;1;33.4938
CHE;20;1;34.4711
TWN;20;1;39.0391
TJK;20;1;44.8407
THA;20;1;43.5975
TLS;20;1;44.9743
TGO;20;1;47.9621
TTO;20;1;40.0164
TUN;20;1;44.2233
TUR;20;1;42.4011
TKM;20;1;36.8558
UGA;20;1;46.1538
UKR;20;1;40.1087
ARE;20;1;41.1407
GBR;20;1;35.7789
TZA;20;1;47.2663
USA;20;1;36.3733
URY;20;1;37.8113
UZB;20;1;39.2189
VUT;20;1;42.5386
VEN;20;1;42.7586
VNM;20;1;39.0364
YEM;20;1;46.5455
ZMB;20;1;46.7081
ZWE;20;1;46.0759
AFG;21;1;2.3012
ALB;21;1;2.8244
DZA;21;1;5.7638
AGO;21;1;4.2741
ATG;21;1;4.6904
ARG;21;1;5.541
ARM;21;1;3.5737
AUS;21;1;8.3812
AUT;21;1;7.1622
AZE;21;1;1.2083
BHS;21;1;3.1594
BGD;21;1;3.429
BRB;21;1;4.4552
BLR;21;1;6.1246
BEL;21;1;7.0727
BLZ;21;1;5.1158
BEN;21;1;4.6461
BOL;21;1;2.6551
BIH;21;1;2.9524
BWA;21;1;5.4915
BRA;21;1;7.2033
BGR;21;1;5.252
BFA;21;1;4.2103
CPV;21;1;4.493
KHM;21;1;1.3142
CMR;21;1;4.1455
CAN;21;1;7.9599
CAF;21;1;4.8052
TCD;21;1;1.8191
CHL;21;1;2.823
CHN;21;1;3.5791
COL;21;1;5.5906
COG;21;1;4.699
CRI;21;1;7.9297
CIV;21;1;4.9451
HRV;21;1;3.843
CUB;21;1;2.713
CYP;21;1;7.4379
CZE;21;1;8.1197
DNK;21;1;2.9116
DJI;21;1;6.25
DMA;21;1;2.9721
DOM;21;1;8.521
ECU;21;1;7.1884
EGY;21;1;2.0623
SLV;21;1;2.1984
EST;21;1;2.4503
SWZ;21;1;1.7464
ETH;21;1;1.8012
FJI;21;1;5.1081
FIN;21;1;3.2814
FRA;21;1;6.0568
PYF;21;1;5.3019
GAB;21;1;2.8939
GMB;21;1;7.282
GEO;21;1;3.205
DEU;21;1;6.1867
GHA;21;1;2.4065
GRC;21;1;10.1654
GRD;21;1;4.9116
GTM;21;1;3.748
GIN;21;1;6.6547
GNB;21;1;7.5028
GUY;21;1;1.8371
HTI;21;1;4.5507
HND;21;1;5.4848
HUN;21;1;7.4863
ISL;21;1;3.019
IND;21;1;4.3504
IDN;21;1;4.0809
IRN;21;1;4.4712
IRQ;21;1;7.2383
IRL;21;1;5.4479
ISR;21;1;9.8846
ITA;21;1;9.1722
JAM;21;1;4.5892
JPN;21;1;6.7482
JOR;21;1;8.6035
KAZ;21;1;7.7441
KEN;21;1;3.2964
KIR;21;1;2.1924
PRK;21;1;4.5802
KOR;21;1;6.6934
KWT;21;1;5.762
KGZ;21;1;2.4307
LAO;21;1;1.4605
LVA;21;1;4.7972
LBN;21;1;7.5547
LSO;21;1;2.7613
LBR;21;1;8.3724
LTU;21;1;3.5093
LUX;21;1;3.8681
MDG;21;1;1.7341
MWI;21;1;1.322
MYS;21;1;7.5284
MDV;21;1;0.9325
MLI;21;1;2.5645
MLT;21;1;2.8464
MRT;21;1;6.0873
MUS;21;1;8.4732
MEX;21;1;4.4772
MNG;21;1;2.9319
MNE;21;1;3.0599
MAR;21;1;4.068
MOZ;21;1;3.9705
MMR;21;1;3.3321
NAM;21;1;5.222
NPL;21;1;4.918
NLD;21;1;5.5872
NCL;21;1;6.4716
NZL;21;1;3.3581
NIC;21;1;4.1469
NER;21;1;1.8806
NGA;21;1;5.3379
MKD;21;1;6.6022
NOR;21;1;5.9997
OMN;21;1;4.06
PAK;21;1;5.2858
PAN;21;1;4.0317
PRY;21;1;6.2968
PER;21;1;3.1239
PHL;21;1;2.1503
POL;21;1;4.5242
PRT;21;1;6.6457
MDA;21;1;4.7818
ROU;21;1;5.0936
RUS;21;1;5.3109
RWA;21;1;1.6934
KNA;21;1;6.5196
LCA;21;1;2.6692
VCT;21;1;3.6655
WSM;21;1;3.4454
STP;21;1;4.6752
SAU;21;1;7.2457
SEN;21;1;8.2312
SRB;21;1;2.6748
SLE;21;1;6.5932
SVK;21;1;10.2022
SVN;21;1;4.6308
SLB;21;1;2.1987
ZAF;21;1;5.2763
ESP;21;1;10.3839
LKA;21;1;1.129
SDN;21;1;4.7061
SUR;21;1;6.8127
SWE;21;1;6.1801
CHE;21;1;6.695
TWN;21;1;9.4742
TJK;21;1;5.4922
THA;21;1;4.0679
TLS;21;1;2.9687
TGO;21;1;6.2577
TTO;21;1;4.7658
TUN;21;1;7.0676
TUR;21;1;8.7571
TKM;21;1;3.1337
UGA;21;1;4.6154
UKR;21;1;4.0521
ARE;21;1;3.5051
GBR;21;1;6.6657
TZA;21;1;5.3631
USA;21;1;9.2792
URY;21;1;5.8208
UZB;21;1;4.5011
VUT;21;1;2.1536
VEN;21;1;7.5417
VNM;21;1;1.3279
YEM;21;1;3.9515
ZMB;21;1;3.0062
ZWE;21;1;6.2601
AFG;22;1;0.7504
ALB;22;1;2.7508
DZA;22;1;2.0457
AGO;22;1;0.3525
ATG;22;1;1.296
ARG;22;1;0.8643
ARM;22;1;3.2164
AUS;22;1;1.1326
AUT;22;1;1.029
AZE;22;1;1.4661
BHS;22;1;1.5185
BGD;22;1;0.6165
BRB;22;1;1.0534
BLR;22;1;1.8389
BEL;22;1;1.7383
BLZ;22;1;0.7414
BEN;22;1;0.853
BOL;22;1;0.6372
BIH;22;1;2.264
BWA;22;1;0.641
BRA;22;1;0.5541
BGR;22;1;0.8665
BFA;22;1;0.2022
CPV;22;1;1.1332
KHM;22;1;0.3639
CMR;22;1;1.3755
CAN;22;1;1.088
CAF;22;1;0.3128
TCD;22;1;0.0957
CHL;22;1;1.096
CHN;22;1;2.4645
COL;22;1;0.614
COG;22;1;0.7579
CRI;22;1;0.7133
CIV;22;1;0.641
HRV;22;1;1.9296
CUB;22;1;1.2758
CYP;22;1;1.5105
CZE;22;1;0.9005
DNK;22;1;1.1676
DJI;22;1;1.2127
DMA;22;1;1.036
DOM;22;1;0.5762
ECU;22;1;0.4638
EGY;22;1;1.5806
SLV;22;1;1.0898
EST;22;1;1.2329
SWZ;22;1;0.4158
ETH;22;1;0.2821
FJI;22;1;0.8343
FIN;22;1;0.884
FRA;22;1;0.9837
PYF;22;1;0.8551
GAB;22;1;0.5485
GMB;22;1;0.2952
GEO;22;1;0.5748
DEU;22;1;1.0827
GHA;22;1;0.4121
GRC;22;1;1.4607
GRD;22;1;0.6035
GTM;22;1;0.7653
GIN;22;1;1.61
GNB;22;1;0.2664
GUY;22;1;3.1889
HTI;22;1;0.3696
HND;22;1;0.3722
HUN;22;1;1.0499
ISL;22;1;0.8547
IND;22;1;1.1323
IDN;22;1;0.709
IRN;22;1;1.7788
IRQ;22;1;0.5583
IRL;22;1;1.2376
ISR;22;1;1.524
ITA;22;1;1.2069
JAM;22;1;1.0339
JPN;22;1;1.2792
JOR;22;1;1.1422
KAZ;22;1;1.8617
KEN;22;1;0.6122
KIR;22;1;0.5399
PRK;22;1;2.0192
KOR;22;1;2.4488
KWT;22;1;1.7271
KGZ;22;1;2.4844
LAO;22;1;2.0348
LVA;22;1;1.3413
LBN;22;1;1.5283
LSO;22;1;0.3726
LBR;22;1;0.469
LTU;22;1;0.9943
LUX;22;1;1.3043
MDG;22;1;0.289
MWI;22;1;0.5855
MYS;22;1;1.0141
MDV;22;1;1.532
MLI;22;1;1.0429
MLT;22;1;2.0517
MRT;22;1;0.5102
MUS;22;1;0.9113
MEX;22;1;0.8433
MNG;22;1;0.7382
MNE;22;1;1.0918
MAR;22;1;1.0799
MOZ;22;1;0.4339
MMR;22;1;1.2403
NAM;22;1;0.4523
NPL;22;1;1.5347
NLD;22;1;1.2621
NCL;22;1;0.9998
NZL;22;1;1.1088
NIC;22;1;0.5326
NER;22;1;1.6673
NGA;22;1;1.096
MKD;22;1;2.7342
NOR;22;1;0.8423
OMN;22;1;1.7059
PAK;22;1;0.4942
PAN;22;1;0.4577
PRY;22;1;0.6023
PER;22;1;1.1195
PHL;22;1;0.9162
POL;22;1;1.2055
PRT;22;1;1.4179
MDA;22;1;1.1693
ROU;22;1;1.8161
RUS;22;1;1.1604
RWA;22;1;0.4741
KNA;22;1;0.5367
LCA;22;1;0.7895
VCT;22;1;0.9291
WSM;22;1;0.3193
STP;22;1;0.2689
SAU;22;1;0.7668
SEN;22;1;1.1485
SRB;22;1;1.2126
SLE;22;1;0.694
SVK;22;1;0.8487
SVN;22;1;1.1108
SLB;22;1;0.2074
ZAF;22;1;0.6011
ESP;22;1;1.4834
LKA;22;1;0.9759
SDN;22;1;1.3152
SUR;22;1;1.1138
SWE;22;1;1.0714
CHE;22;1;0.9962
TWN;22;1;1.8478
TJK;22;1;3.3524
THA;22;1;0.5837
TLS;22;1;0.4441
TGO;22;1;0.3911
TTO;22;1;0.6738
TUN;22;1;2.3655
TUR;22;1;2.1751
TKM;22;1;1.532
UGA;22;1;0.4895
UKR;22;1;1.8119
ARE;22;1;1.411
GBR;22;1;1.0064
TZA;22;1;0.6469
USA;22;1;0.9292
URY;22;1;0.8565
UZB;22;1;3.2269
VUT;22;1;0.6099
VEN;22;1;0.6674
VNM;22;1;1.9578
YEM;22;1;0.3636
ZMB;22;1;0.4472
ZWE;22;1;0.2532
AFG;1;2;0
ALB;1;2;0.184
DZA;1;2;0.0323
AGO;1;2;0.6285
ATG;1;2;0.1535
ARG;1;2;0.1704
ARM;1;2;0.0411
AUS;1;2;0.2914
AUT;1;2;0.615
AZE;1;2;0.3465
BHS;1;2;0.0325
BGD;1;2;0
BRB;1;2;0.1344
BLR;1;2;0.3401
BEL;1;2;0.5466
BLZ;1;2;0.201
BEN;1;2;0.7448
BOL;1;2;0.1826
BIH;1;2;0.5332
BWA;1;2;0.3682
BRA;1;2;0.2807
BGR;1;2;0.6659
BFA;1;2;1.366
CPV;1;2;0.3173
KHM;1;2;0.4817
CMR;1;2;0.5688
CAN;1;2;0.3458
CAF;1;2;0.2045
TCD;1;2;0.0567
CHL;1;2;0.2314
CHN;1;2;0.1648
COL;1;2;0.2626
COG;1;2;0.7335
CRI;1;2;0.0739
CIV;1;2;0.1859
HRV;1;2;0.642
CUB;1;2;0.1187
CYP;1;2;0.2117
CZE;1;2;1.1737
DNK;1;2;0.3937
DJI;1;2;0.0225
DMA;1;2;0.038
DOM;1;2;0.4784
ECU;1;2;0
EGY;1;2;0.0052
SLV;1;2;0.1203
EST;1;2;0.5907
SWZ;1;2;0.6034
ETH;1;2;0.1676
FJI;1;2;0.2232
FIN;1;2;0.4797
FRA;1;2;0.1784
PYF;1;2;0.3778
GAB;1;2;0.6967
GMB;1;2;0.2116
GEO;1;2;0.1495
DEU;1;2;0.6525
GHA;1;2;0.1509
GRC;1;2;0.2376
GRD;1;2;0.1204
GTM;1;2;0.0787
GIN;1;2;0.0404
GNB;1;2;0.1925
GUY;1;2;0.1537
HTI;1;2;0
HND;1;2;0.1091
HUN;1;2;0.5289
ISL;1;2;0.3794
IND;1;2;0.0077
IDN;1;2;0.0073
IRN;1;2;0
IRQ;1;2;0.0083
IRL;1;2;0.7787
ISR;1;2;0.11
ITA;1;2;0.1827
JAM;1;2;0.103
JPN;1;2;0.2541
JOR;1;2;0.0072
KAZ;1;2;0.2369
KEN;1;2;0.1724
KIR;1;2;0.0338
PRK;1;2;0.0287
KOR;1;2;1.0359
KWT;1;2;0
KGZ;1;2;0.0469
LAO;1;2;0.0541
LVA;1;2;0.6062
LBN;1;2;0.0517
LSO;1;2;0.2653
LBR;1;2;0.0752
LTU;1;2;0.5273
LUX;1;2;0.594
MDG;1;2;0.0931
MWI;1;2;0.1544
MYS;1;2;0.0824
MDV;1;2;0.0367
MLI;1;2;0.2414
MLT;1;2;0.2579
MRT;1;2;0
MUS;1;2;0.2315
MEX;1;2;0.2784
MNG;1;2;0.2367
MNE;1;2;0.1588
MAR;1;2;0.0204
MOZ;1;2;0.1562
MMR;1;2;0.0161
NAM;1;2;0.386
NPL;1;2;0.0407
NLD;1;2;0.3823
NCL;1;2;0.3262
NZL;1;2;0.3023
NIC;1;2;0.0907
NER;1;2;0.0061
NGA;1;2;0.456
MKD;1;2;0.2603
NOR;1;2;0.3223
OMN;1;2;0.0294
PAK;1;2;0
PAN;1;2;0.4278
PRY;1;2;0.4165
PER;1;2;0.2423
PHL;1;2;0.1914
POL;1;2;0.7325
PRT;1;2;0.2926
MDA;1;2;0.3236
ROU;1;2;0.5856
RUS;1;2;0.3436
RWA;1;2;0.5486
KNA;1;2;0.3183
LCA;1;2;0.3355
VCT;1;2;0.1677
WSM;1;2;0.1866
STP;1;2;0.0672
SAU;1;2;0
SEN;1;2;0.0247
SRB;1;2;0.4242
SLE;1;2;0.0359
SVK;1;2;0.7973
SVN;1;2;0.5488
SLB;1;2;0.1398
ZAF;1;2;0.4676
ESP;1;2;0.4855
LKA;1;2;0.0699
SDN;1;2;0
SUR;1;2;0.2987
SWE;1;2;0.3591
CHE;1;2;0.408
TWN;1;2;0.2391
TJK;1;2;0.009
THA;1;2;0.336
TLS;1;2;0.0433
TGO;1;2;0.096
TTO;1;2;0.0945
TUN;1;2;0.0657
TUR;1;2;0.0692
TKM;1;2;0
UGA;1;2;0.7449
UKR;1;2;0.3075
ARE;1;2;0
GBR;1;2;0.4758
TZA;1;2;0.5436
USA;1;2;0.2946
URY;1;2;0.1599
UZB;1;2;0.0588
VUT;1;2;0.0078
VEN;1;2;0.1955
VNM;1;2;0.1555
YEM;1;2;0
ZMB;1;2;0.4824
ZWE;1;2;0.2929
AFG;2;2;9.7523
ALB;2;2;27.7469
DZA;2;2;13.836
AGO;2;2;15.2311
ATG;2;2;33.1901
ARG;2;2;31.9799
ARM;2;2;22.8846
AUS;2;2;32.9787
AUT;2;2;30.0009
AZE;2;2;16.3039
BHS;2;2;34.1684
BGD;2;2;9.9195
BRB;2;2;28.2153
BLR;2;2;27.0935
BEL;2;2;28.4976
BLZ;2;2;18.9431
BEN;2;2;11.1646
BOL;2;2;22.6898
BIH;2;2;18.3339
BWA;2;2;20.29
BRA;2;2;29.0557
BGR;2;2;24.988
BFA;2;2;7.1846
CPV;2;2;18.5332
KHM;2;2;14.6494
CMR;2;2;8.1066
CAN;2;2;25.1828
CAF;2;2;21.8538
TCD;2;2;15.4353
CHL;2;2;25.6899
CHN;2;2;30.6446
COL;2;2;25.6945
COG;2;2;23.8551
CRI;2;2;28.0821
CIV;2;2;11.5833
HRV;2;2;29.7692
CUB;2;2;18.4193
CYP;2;2;28.43
CZE;2;2;30.7412
DNK;2;2;32.3912
DJI;2;2;9.6191
DMA;2;2;27.2601
DOM;2;2;25.6914
ECU;2;2;22.7577
EGY;2;2;12.4994
SLV;2;2;17.3405
EST;2;2;28.6013
SWZ;2;2;14.768
ETH;2;2;4.4561
FJI;2;2;21.1078
FIN;2;2;31.2205
FRA;2;2;31.0849
PYF;2;2;32.9981
GAB;2;2;24.3394
GMB;2;2;13.0026
GEO;2;2;18.4294
DEU;2;2;30.2658
GHA;2;2;12.1922
GRC;2;2;26.9807
GRD;2;2;30.3273
GTM;2;2;15.405
GIN;2;2;9.2262
GNB;2;2;10.5663
GUY;2;2;22.1489
HTI;2;2;9.993
HND;2;2;17.3784
HUN;2;2;28.3269
ISL;2;2;35.786
IND;2;2;11.2582
IDN;2;2;16.164
IRN;2;2;14.4317
IRQ;2;2;11.1909
IRL;2;2;28.5256
ISR;2;2;29.564
ITA;2;2;26.7179
JAM;2;2;24.6534
JPN;2;2;27.7588
JOR;2;2;17.4589
KAZ;2;2;28.9452
KEN;2;2;12.6375
KIR;2;2;24.9594
PRK;2;2;10.0832
KOR;2;2;25.3298
KWT;2;2;23.7566
KGZ;2;2;20.2308
LAO;2;2;12.0786
LVA;2;2;28.578
LBN;2;2;15.0004
LSO;2;2;9.5357
LBR;2;2;12.2556
LTU;2;2;30.7649
LUX;2;2;31.7713
MDG;2;2;10.7114
MWI;2;2;8.4246
MYS;2;2;27.3712
MDV;2;2;30.0398
MLI;2;2;13.6564
MLT;2;2;28.7765
MRT;2;2;18.4403
MUS;2;2;21.8521
MEX;2;2;23.4422
MNG;2;2;34.0697
MNE;2;2;30.3005
MAR;2;2;13.9914
MOZ;2;2;8.7767
MMR;2;2;23.9286
NAM;2;2;18.3127
NPL;2;2;8.5877
NLD;2;2;32.7073
NCL;2;2;29.179
NZL;2;2;28.5384
NIC;2;2;16.6679
NER;2;2;7.6195
NGA;2;2;6.3757
MKD;2;2;20.409
NOR;2;2;29.2815
OMN;2;2;24.7856
PAK;2;2;21.0264
PAN;2;2;26.5459
PRY;2;2;23.353
PER;2;2;18.8205
PHL;2;2;20.5089
POL;2;2;26.8833
PRT;2;2;31.7568
MDA;2;2;24.3154
ROU;2;2;24.4846
RUS;2;2;27.3905
RWA;2;2;7.3852
KNA;2;2;32.0169
LCA;2;2;30.1926
VCT;2;2;27.105
WSM;2;2;30.9096
STP;2;2;15.2065
SAU;2;2;21.1377
SEN;2;2;10.7308
SRB;2;2;24.2531
SLE;2;2;11.9253
SVK;2;2;29.4291
SVN;2;2;27.4912
SLB;2;2;14.7782
ZAF;2;2;20.7182
ESP;2;2;31.0583
LKA;2;2;14.5498
SDN;2;2;15.5619
SUR;2;2;20.4911
SWE;2;2;31.5441
CHE;2;2;30.6026
TWN;2;2;24.758
TJK;2;2;12.1401
THA;2;2;21.4555
TLS;2;2;13.5655
TGO;2;2;8.0251
TTO;2;2;24.9557
TUN;2;2;14.2467
TUR;2;2;17.6686
TKM;2;2;21.5563
UGA;2;2;10.3906
UKR;2;2;21.693
ARE;2;2;20.4155
GBR;2;2;28.108
TZA;2;2;7.8113
USA;2;2;32.4775
URY;2;2;26.7144
UZB;2;2;20.0246
VUT;2;2;19.8713
VEN;2;2;22.5411
VNM;2;2;20.4466
YEM;2;2;10.0122
ZMB;2;2;9.8925
ZWE;2;2;11.3443
AFG;3;2;0.0277
ALB;3;2;0.0711
DZA;3;2;0.0054
AGO;3;2;0.0277
ATG;3;2;0.1289
ARG;3;2;0.0097
ARM;3;2;0.1438
AUS;3;2;0.074
AUT;3;2;0.3376
AZE;3;2;0.0596
BHS;3;2;0.0895
BGD;3;2;0.0083
BRB;3;2;0.112
BLR;3;2;0.1328
BEL;3;2;0.4678
BLZ;3;2;0.0893
BEN;3;2;0.0078
BOL;3;2;0.0219
BIH;3;2;0.0633
BWA;3;2;0.1534
BRA;3;2;0.1266
BGR;3;2;0.24
BFA;3;2;0.0066
CPV;3;2;0.0649
KHM;3;2;0.0153
CMR;3;2;0.0144
CAN;3;2;0.6868
CAF;3;2;0.0969
TCD;3;2;0.0425
CHL;3;2;0.1016
CHN;3;2;0.0471
COL;3;2;0.0346
COG;3;2;0.0089
CRI;3;2;0.0739
CIV;3;2;0
HRV;3;2;0.1162
CUB;3;2;0.0057
CYP;3;2;0.0436
CZE;3;2;0.3469
DNK;3;2;0.4246
DJI;3;2;0.0225
DMA;3;2;0.0634
DOM;3;2;0.0224
ECU;3;2;0.0988
EGY;3;2;0.0467
SLV;3;2;0.0468
EST;3;2;0.2233
SWZ;3;2;0.0489
ETH;3;2;0.0076
FJI;3;2;0.2435
FIN;3;2;0.2505
FRA;3;2;0.2677
PYF;3;2;0.2042
GAB;3;2;0.0188
GMB;3;2;0.0078
GEO;3;2;0.169
DEU;3;2;0.3023
GHA;3;2;0.0079
GRC;3;2;0.0998
GRD;3;2;0.0567
GTM;3;2;0.0358
GIN;3;2;0.0162
GNB;3;2;0.034
GUY;3;2;0.0114
HTI;3;2;0.03
HND;3;2;0.0156
HUN;3;2;0.5687
ISL;3;2;0.3298
IND;3;2;0.0306
IDN;3;2;0.0219
IRN;3;2;0.2626
IRQ;3;2;0.033
IRL;3;2;0.3115
ISR;3;2;0.0204
ITA;3;2;0.1405
JAM;3;2;0.048
JPN;3;2;0.0058
JOR;3;2;0.0289
KAZ;3;2;0.2053
KEN;3;2;0.0411
KIR;3;2;0.0473
PRK;3;2;0
KOR;3;2;0.1804
KWT;3;2;0.025
KGZ;3;2;0.0996
LAO;3;2;0.1082
LVA;3;2;0.7346
LBN;3;2;0.0443
LSO;3;2;0.0078
LBR;3;2;0.0251
LTU;3;2;0.2077
LUX;3;2;0.2452
MDG;3;2;0.0349
MWI;3;2;0.0956
MYS;3;2;0.0634
MDV;3;2;0.0612
MLI;3;2;0.0177
MLT;3;2;0.0688
MRT;3;2;0.0188
MUS;3;2;0.0508
MEX;3;2;0.0107
MNG;3;2;0.1092
MNE;3;2;0.0882
MAR;3;2;0.0255
MOZ;3;2;0
MMR;3;2;0.0911
NAM;3;2;0.0483
NPL;3;2;0.0271
NLD;3;2;0.0573
NCL;3;2;0.1873
NZL;3;2;0.1539
NIC;3;2;0.0302
NER;3;2;0.0244
NGA;3;2;0.0089
MKD;3;2;0.0558
NOR;3;2;0.3132
OMN;3;2;0.0294
PAK;3;2;0.0604
PAN;3;2;0.1006
PRY;3;2;0.1458
PER;3;2;0.0064
PHL;3;2;0.3191
POL;3;2;0.5045
PRT;3;2;0.3581
MDA;3;2;0.2052
ROU;3;2;0.0656
RUS;3;2;0.0834
RWA;3;2;0.0084
KNA;3;2;0.1104
LCA;3;2;0.0578
VCT;3;2;0.028
WSM;3;2;0.1341
STP;3;2;0.0576
SAU;3;2;0.1371
SEN;3;2;0.0165
SRB;3;2;0.0545
SLE;3;2;0
SVK;3;2;0.9807
SVN;3;2;0.6606
SLB;3;2;0.0839
ZAF;3;2;0.006
ESP;3;2;0.0607
LKA;3;2;0
SDN;3;2;0.0147
SUR;3;2;0.0166
SWE;3;2;0.527
CHE;3;2;0.0732
TWN;3;2;0.035
TJK;3;2;0
THA;3;2;0.0246
TLS;3;2;0.104
TGO;3;2;0.0174
TTO;3;2;0.0532
TUN;3;2;0.0909
TUR;3;2;0.0395
TKM;3;2;0.0485
UGA;3;2;0.0382
UKR;3;2;0.0696
ARE;3;2;0.0606
GBR;3;2;0.0673
TZA;3;2;0.0084
USA;3;2;0.0264
URY;3;2;0.0178
UZB;3;2;0.0374
VUT;3;2;0.0863
VEN;3;2;0.1244
VNM;3;2;0.1555
YEM;3;2;0.0188
ZMB;3;2;0.0338
ZWE;3;2;0.0391
AFG;4;2;0
ALB;4;2;0
DZA;4;2;0
AGO;4;2;0
ATG;4;2;0
ARG;4;2;0
ARM;4;2;0
AUS;4;2;0.0046
AUT;4;2;0
AZE;4;2;0
BHS;4;2;0
BGD;4;2;0
BRB;4;2;0
BLR;4;2;0
BEL;4;2;0
BLZ;4;2;0
BEN;4;2;0
BOL;4;2;0
BIH;4;2;0
BWA;4;2;0
BRA;4;2;0
BGR;4;2;0.012
BFA;4;2;0
CPV;4;2;0.0072
KHM;4;2;0
CMR;4;2;0
CAN;4;2;0.0049
CAF;4;2;0
TCD;4;2;0
CHL;4;2;0
CHN;4;2;0.0515
COL;4;2;0
COG;4;2;0
CRI;4;2;0
CIV;4;2;0
HRV;4;2;0
CUB;4;2;0
CYP;4;2;0
CZE;4;2;0
DNK;4;2;0
DJI;4;2;0
DMA;4;2;0
DOM;4;2;0
ECU;4;2;0.0076
EGY;4;2;0
SLV;4;2;0
EST;4;2;0
SWZ;4;2;0
ETH;4;2;0
FJI;4;2;0
FIN;4;2;0
FRA;4;2;0
PYF;4;2;0.0153
GAB;4;2;0
GMB;4;2;0
GEO;4;2;0
DEU;4;2;0
GHA;4;2;0
GRC;4;2;0
GRD;4;2;0
GTM;4;2;0
GIN;4;2;0
GNB;4;2;0
GUY;4;2;0
HTI;4;2;0
HND;4;2;0
HUN;4;2;0
ISL;4;2;0
IND;4;2;0
IDN;4;2;0
IRN;4;2;0
IRQ;4;2;0
IRL;4;2;0
ISR;4;2;0.0041
ITA;4;2;0
JAM;4;2;0.0137
JPN;4;2;0.0635
JOR;4;2;0
KAZ;4;2;0
KEN;4;2;0
KIR;4;2;0
PRK;4;2;0
KOR;4;2;1.0719
KWT;4;2;0
KGZ;4;2;0
LAO;4;2;0
LVA;4;2;0
LBN;4;2;0
LSO;4;2;0
LBR;4;2;0
LTU;4;2;0
LUX;4;2;0.0047
MDG;4;2;0
MWI;4;2;0
MYS;4;2;0.0127
MDV;4;2;0
MLI;4;2;0
MLT;4;2;0
MRT;4;2;0
MUS;4;2;0.0056
MEX;4;2;0.0161
MNG;4;2;0
MNE;4;2;0
MAR;4;2;0
MOZ;4;2;0
MMR;4;2;0
NAM;4;2;0.008
NPL;4;2;0
NLD;4;2;0.0048
NCL;4;2;0.0181
NZL;4;2;0.0165
NIC;4;2;0
NER;4;2;0
NGA;4;2;0
MKD;4;2;0
NOR;4;2;0
OMN;4;2;0
PAK;4;2;0
PAN;4;2;0.0063
PRY;4;2;0
PER;4;2;0
PHL;4;2;0
POL;4;2;0
PRT;4;2;0
MDA;4;2;0
ROU;4;2;0
RUS;4;2;0
RWA;4;2;0
KNA;4;2;0
LCA;4;2;0
VCT;4;2;0
WSM;4;2;0.1341
STP;4;2;0
SAU;4;2;0
SEN;4;2;0
SRB;4;2;0
SLE;4;2;0
SVK;4;2;0
SVN;4;2;0
SLB;4;2;0.0186
ZAF;4;2;0
ESP;4;2;0
LKA;4;2;0
SDN;4;2;0
SUR;4;2;0
SWE;4;2;0
CHE;4;2;0.0052
TWN;4;2;0.0175
TJK;4;2;0
THA;4;2;0.0328
TLS;4;2;0
TGO;4;2;0
TTO;4;2;0
TUN;4;2;0
TUR;4;2;0
TKM;4;2;0
UGA;4;2;0
UKR;4;2;0
ARE;4;2;0
GBR;4;2;0
TZA;4;2;0
USA;4;2;0.0044
URY;4;2;0
UZB;4;2;0
VUT;4;2;0
VEN;4;2;0
VNM;4;2;0.0056
YEM;4;2;0
ZMB;4;2;0
ZWE;4;2;0
AFG;5;2;35.9771
ALB;5;2;14.2331
DZA;5;2;26.5633
AGO;5;2;20.3882
ATG;5;2;10.5108
ARG;5;2;13.6702
ARM;5;2;18.2738
AUS;5;2;10.9343
AUT;5;2;13.1508
AZE;5;2;28.2218
BHS;5;2;7.8081
BGD;5;2;31.7243
BRB;5;2;12.3067
BLR;5;2;13.7248
BEL;5;2;13.7687
BLZ;5;2;18.6156
BEN;5;2;18.3955
BOL;5;2;18.0364
BIH;5;2;19.2578
BWA;5;2;21.8932
